codigo_subpartida,descripcion
8483109100,- - - Cigüeñales
8483109200,- - - Árboles de levas
8483109300,- - - Árboles flexibles
8483109900,- - - Los demás
8483200000,- Cajas de cojinetes con rodamientos incorporados
8483301000,- - De motores de aviación
8483309000,- - Los demás
8483403000,- - De motores de aviación
8483409100,"- - - Reductores, multiplicadores y variadores de velocidad"
8483409200,"- - - Engranajes y ruedas de fricción, excepto las ruedas dentadas y demás órganos elementales de transmisión presentados aisladamente"
8483409900,- - - Los demás
8483500000,"- Volantes y poleas, incluidos los motones"
8483601000,- - Embragues
8483609000,- - Los demás
8483904000,- - Ruedas dentadas y demás órganos elementales de transmisión presenta­dos aisladamente
8483909000,- - Partes
8484100000,- Juntas metaloplásticas
8484200000,- Juntas mecánicas de estanqueidad
8484900000,- Los demás
8485100000,- Por depósito de metal
8485200000,- Por depósito de plástico o caucho
8485300000,"- Por depósito de yeso, cemento, cerámica o vidrio"
8485800000,- Las demás
8485900000,- Partes
8486100000,- Máquinas y aparatos para la fabricación de semiconductores en forma de monocristales periformes u obleas («wafers»)
8486200000,- Máquinas y aparatos para la fabricación de dispositivos semiconductores o circuitos electrónicos integrados
8486300000,- Máquinas y aparatos para la fabricación de dispositivos de visualización («display») de pantalla plana
8486400000,- Máquinas y aparatos descritos en la Nota 11 C) de este Capítulo
8486900000,- Partes y accesorios
8487100000,- Hélices para barcos y sus paletas
8487901000,- - Engrasadores no automáticos
8487902000,- - Aros de obturación (retenes o retenedores)
8487909000,- - Los demás
8501101000,- - Motores para juguetes
8501102000,- - Motores universales
8501109100,- - - De corriente continua
8501109200,"- - - De corriente alterna, monofásicos"
8501109300,"- - - De corriente alterna, polifásicos"
8501201100,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501201900,- - - Los demás
8501202100,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501202900,- - - Los demás
8501311000,"- - - Motores con reductores, variadores o multiplicadores de velocidad"
8501312000,- - - Los demás motores
8501313000,- - - Generadores de corriente continua
8501321000,"- - - Motores con reductores, variadores o multiplicadores de velocidad"
8501322100,"- - - - De potencia inferior o igual a 7,5 kW"
8501322900,- - - - Los demás
8501324000,- - - Generadores de corriente continua
8501331000,"- - - Motores con reductores, variadores o multiplicadores de velocidad"
8501332000,- - - Los demás motores
8501333000,- - - Generadores de corriente continua
8501341000,"- - - Motores con reductores, variadores o multiplicadores de velocidad"
8501342000,- - - Los demás motores
8501343000,- - - Generadores de corriente continua
8501401100,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501401900,- - - Los demás
8501402100,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501402900,- - - Los demás
8501403100,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501403900,- - - Los demás
8501404100,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501404900,- - - Los demás
8501511000,"- - - Con reductores, variadores o multiplicadores de velocidad"
8501519000,- - - Los demás
8501521000,"- - - De potencia inferior o igual a 7,5 kW"
8501522000,"- - - De potencia superior a 7,5 kW pero inferior o igual a 18,5 kW"
8501523000,"- - - De potencia superior a 18,5 kW pero inferior o igual a 30 kW"
8501524000,- - - De potencia superior a 30 kW pero inferior o igual a 75 kW
8501530000,- - De potencia superior a 75 kW
8501611000,"- - - De potencia inferior o igual a 18,5 kVA"
8501612000,"- - - De potencia superior a 18,5 kVA pero inferior o igual a 30 kVA"
8501619000,- - - Los demás
8501620000,- - De potencia superior a 75 kVA pero inferior o igual a 375 kVA
8501630000,- - De potencia superior a 375 kVA pero inferior o igual a 750 kVA
8501640000,- - De potencia superior a 750 kVA
8501710000,- - De potencia inferior o igual a 50 W
8501720000,- - De potencia superior a 50 W
8501800000,- Generadores fotovoltaicos de corriente alterna
8502111000,- - - De corriente alterna
8502119000,- - - Los demás
8502121000,- - - De corriente alterna
8502129000,- - - Los demás
8502131000,- - - De corriente alterna
8502139000,- - - Los demás
8502201000,- - De corriente alterna
8502209000,- - Los demás
8502310000,- - De energía eólica
8502391000,- - - De corriente alterna
8502399000,- - - Los demás
8502400000,- Convertidores rotativos eléctricos
8503000000,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 85.01 u 85.02."
8504100000,- Balastos (reactancias) para lámparas o tubos de descarga
8504211100,- - - - De potencia inferior o igual a 1 kVA
8504211900,- - - - Los demás
8504219000,- - - Los demás
8504221000,- - - De potencia superior a 650 kVA pero inferior o igual a 1.000 kVA
8504229000,- - - Los demás
8504230000,- - De potencia superior a 10.000 kVA
8504311000,"- - - De potencia inferior o igual 0,1 kVA"
8504319000,- - - Los demás
8504321000,- - - De potencia superior a 1 kVA pero inferior o igual a 10 kVA
8504329000,- - - Los demás
8504330000,- - De potencia superior a 16 kVA pero inferior o igual a 500 kVA
8504341000,- - - De potencia inferior o igual a 1.600 kVA
8504342000,- - - De potencia superior a 1.600 kVA pero inferior o igual a 10.000 kVA
8504343000,- - - De potencia superior a 10.000 kVA
8504401000,- - Unidades de alimentación estabilizada («UPS»)
8504402000,- - Arrancadores electrónicos
8504409000,- - Los demás
8504501000,- - Para tensión de servicio inferior o igual a 260 V y para corrientes nominales inferiores o iguales a 30 A
8504509000,- - Las demás
8504900000,- Partes
8505110000,- - De metal
8505191000,- - - Burletes magnéticos de caucho o plástico
8505199000,- - - Los demás
8505200000,"- Acoplamientos, embragues, variadores de velocidad y frenos, electromagnéticos"
8505901000,- - Electroimanes
8505902000,"- - Platos, mandriles y dispositivos similares de sujeción"
8505903000,- - Cabezas elevadoras electromagnéticas
8505909000,- - Partes
8506101100,- - - Cilíndricas
8506101200,- - - De «botón»
8506101900,- - - Las demás
8506109100,- - - Cilíndricas
8506109200,- - - De «botón»
8506109900,- - - Las demás
8506301000,- - Cilíndricas
8506302000,- - De «botón»
8506309000,- - Las demás
8506401000,- - Cilíndricas
8506402000,- - De «botón»
8506409000,- - Las demás
8506501000,- - Cilíndricas
8506502000,- - De «botón»
8506509000,- - Las demás
8506601000,- - Cilíndricas
8506602000,- - De «botón»
8506609000,- - Las demás
8506801000,- - Cilíndricas
8506802000,- - De «botón»
8506809000,- - Las demás
8506900000,- Partes
8507100000,"- De plomo, de los tipos utilizados para arranque de motores de émbolo (pistón)"
8507200000,- Los demás acumuladores de plomo
8507300000,- De níquel-cadmio
8507500000,- De níquel-hidruro metálico
8507600000,- De iones de litio
8507800010,- - De niquel-hierro
8507800090,- - Los demás
8507901000,- - Cajas y tapas
8507902000,- - Separadores
8507903000,- - Placas
8507909000,- - Las demás
8508110000,- - De potencia inferior o igual a 1.500 W y de capacidad del depósito o bolsa para el polvo inferior o igual a 20 l
8508190000,- - Las demás
8508600000,- Las demás aspiradoras
8508700000,- Partes
8509401000,- - Licuadoras
8509409000,- - Los demás
8509801000,- - Enceradoras (lustradoras) de pisos
8509802000,- - Trituradoras de desperdicios de cocina
8509809000,- - Los demás
8509900000,- Partes
8510100000,- Afeitadoras
8510201000,- - De cortar el pelo
8510202000,- - De esquilar
8510300000,- Aparatos de depilar
8510901000,"- - Cabezas, peines, contrapeines, hojas y cuchillas para estas máquinas"
8510909000,- - Las demás
8511101000,- - De motores de aviación
8511109000,- - Las demás
8511201000,- - De motores de aviación
8511209000,- - Los demás
8511301000,- - De motores de aviación
8511309100,- - - Distribuidores
8511309200,- - - Bobinas de encendido
8511401000,- - De motores de aviación
8511409000,- - Los demás
8511501000,- - De motores de aviación
8511509000,- - Los demás
8511801000,- - De motores de aviación
8511809000,- - Los demás
8511901000,- - De aparatos y dispositivos de motores de aviación
8511902100,- - - Platinos
8511902900,- - - Las demás
8511903000,"- - De bujías, excepto para motores de aviación"
8511909000,- - Las demás
8512100000,- Aparatos de alumbrado o señalización visual de los tipos utilizados en bicicletas
8512201000,- - Faros de carretera (excepto faros «sellados» de la subpartida 8539.10.00)
8512209000,- - Los demás
8512301000,- - Bocinas
8512309000,- - Los demás
8512400000,- Limpiaparabrisas y eliminadores de escarcha o vaho
8512901000,- - Brazos y cuchillas para limpiaparabrisas de vehículos automóviles y velocípedos
8512909000,- - Los demás
8513101000,- - De seguridad
8513109000,- - Las demás
8513900000,- Partes
8514110000,- - Prensas isostáticas en caliente
8514190000,- - Los demás
8514200000,- Hornos que funcionen por inducción o pérdidas dieléctricas
8514310000,- - Hornos de haces de electrones
8514320000,- - Hornos de plasma y hornos de arco al vacío
8514390000,- - Los demás
8514400000,- Los demás aparatos para tratamiento térmico de materias por inducción o pérdidas dieléctricas
8514900000,- Partes
8515110000,- - Soldadores y pistolas para soldar
8515190000,- - Los demás
8515210000,- - Total o parcialmente automáticos
8515290000,- - Los demás
8515310000,- - Total o parcialmente automáticos
8515390000,- - Los demás
8515801000,- - Por ultrasonido
8515809000,- - Los demás
8515900000,- Partes
8516100000,- Calentadores eléctricos de agua de calentamiento instantáneo o acumulación y calentadores eléctricos de inmersión
8516210000,- - Radiadores de acumulación
8516291000,- - - Estufas
8516299000,- - - Los demás
8516310000,- - Secadores para el cabello
8516320000,- - Los demás aparatos para el cuidado del cabello
8516330000,- - Aparatos para secar las manos
8516400000,- Planchas eléctricas
8516500000,- Hornos de microondas
8516601000,- - Hornos
8516602000,- - Cocinas
8516603000,"- - Hornillos, parrillas y asadores"
8516710000,- - Aparatos para la preparación de café o té
8516720000,- - Tostadoras de pan
8516790000,- - Los demás
8516800000,- Resistencias calentadoras
8516900000,- Partes
8517110000,- - Teléfonos de auricular inalámbrico combinado con micrófono
8517130000,- - Teléfonos inteligentes
8517140000,- - Los demás teléfonos móviles (celulares) y los de otras redes
8517180000,- - Los demás
8517610000,- - Estaciones base
8517621000,"- - - Aparatos de conmutación para telefonía o telegrafía, automáticos"
8517622000,- - - Aparatos de telecomunicación por corriente portadora o telecomunicación digital
8517629000,- - - Los demás
8517691000,- - - Videófonos
8517692000,"- - - Aparatos emisores o receptores, de radiotelefonía o radiotelegrafía"
8517699000,- - - Los demás
8517710000,- - Antenas y reflectores de antena de cualquier tipo; partes identificables para ser utilizadas con dichos artículos
8517790000,- - Las demás
8518100000,- Micrófonos y sus soportes
8518210000,- - Un altavoz (altoparlante) montado en su caja
8518220000,- - Varios altavoces (altoparlantes) montados en una misma caja
8518290000,- - Los demás
8518300000,"- Auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes)"
8518400000,- Amplificadores eléctricos de audiofrecuencia
8518500000,- Equipos eléctricos para amplificación de sonido
8518901000,"- - Conos, diafragmas, yugos"
8518909000,- - Las demás
8519200000,"- Aparatos activados con monedas, billetes, tarjetas, fichas o cualquier otro medio de pago"
8519301000,- - Con cambiador automático de discos
8519309000,- - Los demás
8519811000,- - - Reproductores de casetes (tocacasetes)
8519812000,- - - Reproductores por sistema de lectura óptica
8519819000,- - - Los demás
8519891000,- - - Tocadiscos
8519899000,- - - Los demás
8521100000,- De cinta magnética
8521901000,- - Del tipo de las utilizadas para grabación en discos compactos
8521909000,- - Los demás
8522100000,- Cápsulas fonocaptoras
8522902000,- - Muebles o cajas
8522903000,"- - Puntas de zafiro o de diamante, sin montar"
8522904000,- - Mecanismo reproductor por sistema de lectura óptica
8522905000,- - Mecanismo reproductor de casetes
8522909000,- - Los demás
8523210000,- - Tarjetas con banda magnética incorporada
8523291000,- - - Discos magnéticos
8523292100,- - - - De anchura inferior o igual a 4 mm
8523292200,"- - - - De anchura superior a 4 mm pero inferior o igual a 6,5 mm"
8523292300,"- - - - De anchura superior a 6,5 mm"
8523293110,- - - - - Para reproducir fenómenos distintos del sonido o imagen
8523293190,- - - - - Los demás
8523293210,- - - - - Para reproducir fenómenos distintos del sonido o imagen
8523293290,- - - - - Los demás
8523293310,- - - - - Para reproducir fenómenos distintos del sonido o imagen
8523293390,- - - - - Los demás
8523299000,- - - Los demás
8523410000,- - Sin grabar
8523491000,- - - Para reproducir sonido
8523492000,- - - Para reproducir imagen o imagen y sonido
8523499000,- - - Los demás
8523510000,- - Dispositivos de almacenamiento permanente de datos a base de  semiconductores
8523520000,- - Tarjetas inteligentes («smart cards»)
8523591000,- - - Tarjetas y etiquetas de activación por proximidad
8523599000,- - - Los demás
8523801000,"- - Discos («ceras» vírgenes y «flanes»), cintas, películas y demás moldes o matrices preparados"
8523802100,- - -   De enseñanza
8523802910,- - - - Sin grabar
8523802920,- - - - Grabados
8523803000,- - Para reproducir fenómenos distintos del sonido o imagen
8523809000,- - Los demás
8524110010,"- - - De aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21, 95.03, 95.04, 95.05, y 95.06"
8524110090,- - -  Los demás
8524120010,"- - - De aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21, 95.03, 95.04, 95.05, y 95.06"
8524120090,- - -  Los demás
8524190010,"- - - De aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21, 95.03, 95.04, 95.05, y 95.06"
8524190090,- - -  Los demás
8524910010,"- - - De aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21, 95.03, 95.04, 95.05, y 95.06"
8524910090,- - -  Los demás
8524920010,"- - - De aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21, 95.03, 95.04, 95.05, y 95.06"
8524920090,- - -  Los demás
8524990010,"- - - De aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21, 95.03, 95.04, 95.05, y 95.06"
8524990090,- - -  Los demás
8525501000,- - De radiodifusión
8525502000,- - De televisión
8525601000,- - De radiodifusión
8525602000,- - De televisión
8525810000,"- - Ultrarrápidas, especificadas en la Nota 1 de subpartida de este Capítulo"
8525820000,"- - Las demás, resistentes a radiaciones, especificadas en la Nota 2 de subpartida de este Capítulo"
8525830000,"- - Las demás, de visión nocturna, especificadas en la Nota 3 de subpartida de este Capítulo"
8525890000,- - Las demás
8526100000,- Aparatos de radar
8526910000,- - Aparatos de radionavegación
8526920000,- - Aparatos de radiotelemando
8527120000,- - Radiocasetes de bolsillo
8527130000,- - Los demás aparatos combinados con grabador o reproductor de sonido
8527190000,- - Los demás
8527210000,- - Combinados con grabador o reproductor de sonido
8527290000,- - Los demás
8527910000,- - Combinados con grabador o reproductor de sonido
8527920000,"- - Sin combinar con grabador o reproductor de sonido, pero combinados con reloj"
8527990000,- - Los demás
8528420000,- - Aptos para ser conectados directamente y diseñados para ser utilizados con una máquina automática para tratamiento o procesamiento de datos de la partida 84.71
8528490000,- - Los demás
8528520000,- - Aptos para ser conectados directamente y diseñados para ser utilizados con una máquina automática para tratamiento o procesamiento de datos de la partida 84.71
8528590000,- - Los demás
8528620000,- - Aptos para ser conectados directamente y diseñados para ser utilizados con una máquina automática para tratamiento o procesamiento de datos de la partida 84.71
8528690000,- - Los demás
8528710000,- - No diseñados para incorporar un dispositivo de visualización («display») o pantalla de vídeo
8528720000,"- - Los demás, en colores"
8528730000,"- - Los demás, monocromos"
8529101000,- - Antenas de ferrita
8529102000,- - Antenas parabólicas
8529109000,- - Los demás; partes
8529901000,- - Muebles o cajas
8529902000,- - Tarjetas con componentes impresos o de superficie
8529909010,"- - - Partes de módulos de visualización («display») de pantallas planas de aparatos de las partidas 85.08, 85.09, 85.10, 85.16, 85.18, 90.06, 90.21 , 95.03, 95.04, 95.05, y 95.06"
8529909090,- - - Los demás
8530100000,- Aparatos para vías férreas o similares
8530801000,- - Semáforos y sus cajas de control
8530809000,- - Los demás
8530900000,- Partes
8531100000,- Avisadores eléctricos de protección contra robo o incendio y aparatos similares
8531200000,"- Tableros indicadores con dispositivos de cristal líquido (LCD) o diodos emisores de luz (LED), incorporados"
8531800000,- Los demás aparatos
8531900000,- Partes
8532100000,"- Condensadores fijos diseñados para redes eléctricas de 50/60 Hz, para una potencia reactiva superior o igual a 0,5 kvar (condensadores de potencia)"
8532210000,- - De tantalio
8532220000,- - Electrolíticos de aluminio
8532230000,- - Con dieléctrico de cerámica de una sola capa
8532240000,"- - Con dieléctrico de cerámica, multicapas"
8532250000,- - Con dieléctrico de papel o plástico
8532290000,- - Los demás
8532300000,- Condensadores variables o ajustables
8532900000,- Partes
8533100000,"- Resistencias fijas de carbono, aglomeradas o de capa"
8533210000,- - De potencia inferior o igual a 20 W
8533290000,- - Las demás
8533311000,- - - Reóstatos para una tensión inferior o igual a 260 V e intensidad inferior o igual a 30 A
8533312000,- - - Potenciómetros
8533319000,- - - Los demás
8533391000,- - - Reóstatos para una tensión inferior o igual a 260 V e intensidad inferior o igual a 30 A
8533392000,- - - Los demás reóstatos
8533393000,- - - Potenciómetros
8533399000,- - - Los demás
8533401000,- - Reóstatos para una tensión inferior o igual a 260 V e intensidad inferior o igual a 30 A
8533402000,- - Los demás reóstatos
8533403000,- - Potenciómetros de carbón
8533404000,- - Los demás potenciómetros
8533409000,- - Las demás
8533900000,- Partes
8534000000,Circuitos impresos.
8535100000,- Fusibles y cortacircuitos de fusible
8535210000,"- - Para una tensión inferior a 72,5 kV"
8535290000,- - Los demás
8535300000,- Seccionadores e interruptores
8535401000,- - Pararrayos y limitadores de tensión
8535402000,- - Supresores de sobretensión transitoria («Amortiguadores de onda»)
8535901000,- - Conmutadores
8535909000,- - Los demás
8536101000,- - Fusibles para vehículos del Capítulo 87
8536102000,- - Los demás para una tensión inferior o igual a 260 V e intensidad inferior o igual a 30 A
8536109000,- - Los demás
8536202000,- - Para una tensión inferior o igual a 260 V e intensidad inferior o igual a 100 A
8536209000,- - Los demás
8536301100,"- - - Descargadores con electrodos en atmósfera gaseosa, para proteger líneas telefónicas"
8536301900,- - - Los demás
8536309000,- - Los demás
8536411000,- - - Para corriente nominal inferior o igual a 30 A
8536419000,- - - Los demás
8536491100,- - - - Contactores
8536491900,- - - - Los demás
8536499000,- - - Los demás
8536501100,- - - Para vehículos del Capítulo 87
8536501900,- - - Los demás
8536509000,- - Los demás
8536610000,- - Portalámparas
8536690000,- - Los demás
8536700000,"- Conectores de fibras ópticas, haces o cables de fibras ópticas"
8536901000,- - Aparatos de empalme o conexión para una tensión inferior o igual a 260 V e intensidad inferior o igual a 30 A
8536902000,- - Terminales para una tensión inferior o igual a 24 V
8536909000,- - Los demás
8537101000,- - Controladores lógicos programables (PLC)
8537109000,- - Los demás
8537200000,- Para una tensión superior a 1.000 V
8538100000,"- Cuadros, paneles, consolas, armarios y demás soportes de la partida 85.37, sin sus aparatos"
8538900000,- Las demás
8539100000,- Faros o unidades «sellados»
8539210000,"- - Halógenos, de volframio (tungsteno)"
8539221000,- - - Tipo miniatura
8539229000,- - - Los demás
8539291000,"- - - Para aparatos de alumbrado de carretera o señalización visual de la partida 85.12, excepto las de interior de velocípedos y vehículos automóviles"
8539292000,- - - Tipo miniatura
8539299010,- - - - Para lámparas de luz sin sombra o «escialíticas»
8539299090,- - - - Los demás
8539311000,- - - Tubulares rectos
8539312000,- - - Tubulares circulares
8539313000,- - - Compactos integrados y no integrados (lámparas compactas  fluorescentes)
8539319000,- - - Los demás
8539320000,- - Lámparas de vapor de mercurio o sodio; lámparas de halogenuro metálico
8539392000,- - - Para la producción de luz relámpago
8539399000,- - - Los demás
8539410000,- - Lámparas de arco
8539490000,- - Los demás
8539510010,"- - - De luminarias y aparatos de alumbrado de las subpartidas  9405.11, 9405.21 y 9405.31, excepto para lámparas de salas de cirugía u odontología (de luz sin sombra o «escialíticas»)"
8539510090,- - - Los demás
8539520000,- - Lámparas y tubos de diodos emisores de luz (LED)
8539901000,- - Casquillos de rosca
8539909010,- - - De módulos de diodos emisores de luz (LED) de la subpartida 8539.51.00.10
8539909020,- - - De los demás módulos De diodos emisores De luz (LED)
8539909030,- - - De lámparas y tubos de diodos emisores de luz (LED)
8539909090,- - - Las demás
8540110000,- - En colores
8540120000,- - Monocromos
8540200000,- Tubos para cámaras de televisión; tubos convertidores o intensificadores de imagen; los demás tubos de fotocátodo
8540400000,"- Tubos para visualizar datos gráficos monocromos; tubos para visualizar datos gráficos en colores, con pantalla fosfórica de separación de puntos inferior a 0,4 mm"
8540600000,- Los demás tubos de rayos catódicos
8540710000,- - Magnetrones
8540790000,- - Los demás
8540810000,- - Tubos receptores o amplificadores
8540890000,- - Los demás
8540910000,- - De tubos de rayos catódicos
8540990000,- - Las demás
8541100000,"- Diodos, excepto los fotodiodos y los diodos emisores de luz (LED)"
8541210000,- - Con una capacidad de disipación inferior a 1 W
8541290000,- - Los demás
8541300000,"- Tiristores, diacs y triacs, excepto los dispositivos fotosensibles"
8541410000,- - Diodos emisores de luz (LED)
8541420000,- - Células fotovoltaicas sin ensamblar en módulos ni paneles
8541430000,- - Células fotovoltaicas ensambladas en módulos o paneles
8541490000,- - Los demás
8541510010,"- - - De aparatos de las partidas 85.18, 90.25, 93.05, 93.06 y 95.04"
8541510090,- - - Los demás
8541590010,"- - - De aparatos de las partidas 85.18, 90.25, 93.05, 93.06 y 95.04"
8541590090,- - - Los demás
8541600000,- Cristales piezoeléctricos montados
8541900000,- Partes
8542310000,"- - Procesadores y controladores, incluso combinados con memorias, convertidores, circuitos lógicos, amplificadores, relojes y circuitos de sincronización, u otros circuitos"
8542320000,- - Memorias
8542330000,- - Amplificadores
8542390000,- - Los demás
8542900000,- Partes
8543100000,- Aceleradores de partículas
8543200000,- Generadores de señales
8543300000,"- Máquinas y aparatos de galvanoplastia, electrólisis o electroforesis"
8543400000,- Cigarrillos electrónicos y dispositivos personales de vaporización eléctricos similares
8543701000,- - Electrificadores de cercas
8543702000,- - Detectores de metales
8543703000,- - Mando a distancia (control remoto)
8543709000,- - Las demás
8543900000,- Partes
8544110000,- - De cobre
8544190000,- - Los demás
8544200000,"- Cables y demás conductores eléctricos, coaxiales"
8544300000,- Juegos de cables para bujías de encendido y demás juegos de cables de los tipos utilizados en los medios de transporte
8544421000,- - - De telecomunicación
8544422000,"- - - Los demás, de cobre"
8544429000,- - - Los demás
8544491010,- - - - Para una tensión inferior o igual a 80 V
8544491090,- - - - Los demás
8544499010,- - - - Para una tensión inferior o igual a 80 V
8544499090,- - - - Los demás
8544601000,- - De cobre
8544609000,- - Los demás
8544700000,- Cables de fibras ópticas
8545110000,- - De los tipos utilizados en hornos
8545190000,- - Los demás
8545200000,- Escobillas
8545902000,- - Carbones para pilas
8545909000,- - Los demás
8546100000,- De vidrio
8546200000,- De cerámica
8546901000,- - De silicona
8546909000,- - Los demás
8547101000,- - Cuerpos de bujías
8547109000,- - Las demás
8547200000,- Piezas aislantes de plástico
8547901000,"- - Tubos y sus piezas de unión, de metales comunes, aislados interiormente"
8547909000,- - Los demás
8548000000,"Partes eléctricas de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo."
8549110000,- - Desperdicios y desechos de acumuladores de plomo y ácido; acumuladores de plomo y ácido inservibles
8549120000,"- - Los demás, que contengan plomo, cadmio o mercurio"
8549130000,"- - Clasificados por tipo de componente químico, que no contengan plomo, cadmio o mercurio"
8549140000,"- - Sin clasificar, que no contengan plomo, cadmio o mercurio"
8549190000,- - Los demás
8549210000,"- - Que contengan pilas, baterías de pilas, acumuladores eléctricos, interruptores de mercurio, vidrio de tubos de rayos catódicos u otros vidrios activados, o componentes eléctricos o electrónicos que contengan cadmio, mercurio, plomo o bifenilos policlorados (PCB)"
8549290000,- - Los demás
8549310000,"- - Que contengan pilas, baterías de pilas, acumuladores eléctricos, interruptores de mercurio, vidrio de tubos de rayos catódicos u otros vidrios activados, o componentes eléctricos o electrónicos que contengan cadmio, mercurio, plomo o bifenilos policlorados (PCB)"
8549390000,- - Los demás
8549910000,"- - Que contengan pilas, baterías de pilas, acumuladores eléctricos, interruptores de mercurio, vidrio de tubos de rayos catódicos u otros vidrios activados, o componentes eléctricos o electrónicos que contengan cadmio, mercurio, plomo o bifenilos policlorados (PCB)"
8549990000,- - Los demás
8601100000,- De fuente externa de electricidad
8601200000,- De acumuladores eléctricos
8602100000,- Locomotoras diésel-eléctricas
8602900000,- Los demás
8603100000,- De fuente externa de electricidad
8603900000,- Los demás
8604001000,- Autopropulsados
8604009000,- Los demás
8605000000,"Coches de viajeros, furgones de equipajes, coches correo y demás coches especiales, para vías férreas o similares (excepto los coches de la partida 86.04)."
8606100000,- Vagones cisterna y similares
8606300000,"- Vagones de descarga automática, excepto los de la subpartida 8606.10"
8606910000,- - Cubiertos y cerrados
8606920000,"- - Abiertos, con pared fija de altura superior a 60 cm"
8606990000,- - Los demás
8607110000,"- - Bojes y «bissels», de tracción"
8607120000,- - Los demás bojes y «bissels»
8607190000,"- - Los demás, incluidas las partes"
8607210000,- - Frenos de aire comprimido y sus partes
8607290000,- - Los demás
8607300000,"- Ganchos y demás sistemas de enganche, topes, y sus partes"
8607910000,- - De locomotoras o locotractores
8607990000,- - Las demás
8608000000,"Material fijo de vías férreas o similares; aparatos mecánicos (incluso electromecánicos) de señalización, seguridad, control o mando para vías férreas o similares, carreteras o vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos; sus partes."
8609000000,Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente diseñados y equipados para uno o varios medios de transporte.
8701100000,- Tractores de un solo eje
8701210000,"- - Únicamente con motor de émbolo (pistón), de encendido por compresión (diésel o semi-diésel)"
8701220000,"- - Equipados para la propulsión con motor de émbolo (pistón), de encendido por compresión (diésel o semi-diésel) y con motor eléctrico"
8701230000,"- - Equipados para la propulsión con motor de émbolo (pistón), de encendido por chispa y con motor eléctrico"
8701240000,- - Únicamente propulsados con motor eléctrico
8701290000,- - Los demás
8701300000,- Tractores de orugas
8701910000,- - Inferior o igual a 18 kW
8701920000,- - Superior a 18 kW pero inferior o igual a 37 kW
8701930000,- - Superior a 37 kW pero inferior o igual a 75 kW
8701940000,- - Superior a 75 kW pero inferior o igual a 130 kW
8701950000,- - Superior a 130 kW
8702101000,"- - Para el transporte de un máximo de 16 personas, incluido el conductor"
8702109000,- - Los demás
8702201000,"- - Para el transporte de un máximo de 16 personas, incluído el conductor"
8702209000,- - Los demás
8702301000,"- - Para el transporte de un máximo de 16 personas, incluído el conductor"
8702309000,- - Los demás
8702401000,- - Trolebuses
8702409000,- - Los demás
8702902010,"- - - Únicamente con motor de émbolo (pistón), de encendido por chispa"
8702902090,- - - Los demás
8702909010,"- - - Únicamente con motor de émbolo o pistón alternativo, de encendido por chispa"
8702909090,- - - Los demás
8703100000,- Vehículos especialmente diseñados para desplazarse sobre nieve; vehículos especiales para transporte de personas en campos de golf y vehículos similares
8703210010,- - - Ensamblados
8703210090,- - - Los demás
8703221000,- - - Con tracción en las cuatro ruedas
8703229010,"- - - - Coches ambulancias, celulares y mortuorios"
8703229020,- - - - Los demás ensamblados
8703229090,- - - - Los demás
8703231000,- - - Con tracción en las cuatro ruedas
8703239010,"- - - - Coches ambulancias, celulares y mortuorios"
8703239020,- - - - Los demás ensamblados
8703239090,- - - - Los demás
8703241000,- - - Con tracción en las cuatro ruedas
8703249010,"- - - - Coches ambulancias, celulares y mortuorios"
8703249020,- - - - Los demás ensamblados
8703249090,- - - - Los demás
8703311000,- - - Con tracción en las cuatro ruedas
8703319010,"- - - - Coches ambulancias, celulares y mortuorios"
8703319020,- - - - Los demás ensamblados
8703319090,- - - - Los demás
8703321000,- - - Con tracción en las cuatro ruedas
8703329010,"- - - - Coches ambulancias, celulares y mortuorios"
8703329020,- - - - Los demás ensamblados
8703329090,- - - - Los demás
8703331000,- - - Con tracción en las cuatro ruedas
8703339010,"- - - - Coches ambulancias, celulares y mortuorios"
8703339020,- - - - Los demás ensamblados
8703339090,- - - - Los demás
8703401000,- - Con tracción en las cuatro ruedas
8703409010,"- - - Coches ambulancias, celulares y mortuorios"
8703409020,- - - Los demás ensamblados
8703409090,- - - Los demás
8703501000,- - Con tracción en las cuatro ruedas
